feature,chi2_score,p_value
anti virus,0.17290468152427035,0.6775431226481888
tempted,0.17289331134923142,0.677553128093906
respective,0.17280035125555437,0.6776349449334286
internal id,0.1727831010035387,0.6776501302130027
self thread,0.17271714428056223,0.6777081996670827
15,0.17271215079224622,0.6777125965510957
642,0.1726772724754883,0.6777433098088546
possibility welcoming,0.17266804952188658,0.6777514319944082
sight,0.17257139564145674,0.6778365654499414
payments kindly,0.17251617150025117,0.6778852198333478
company currently,0.17251584950160814,0.6778855035520919
5pm,0.17250653004183825,0.6778937152287381
qiryat tiv,0.17246589427629264,0.6779295237523171
qiryat,0.17246589427629264,0.6779295237523171
goodman qiryat,0.17246589427629264,0.6779295237523171
tiv israel,0.17246589427629264,0.6779295237523171
tiv,0.17246589427629264,0.6779295237523171
leg,0.17243498484143838,0.6779567646767112
baker,0.17243302374932595,0.6779584931116385
donate make,0.17239128503423473,0.6779952828228804
kd,0.17233978867128064,0.6780406804031645
mitigate,0.17223855966531265,0.6781299439069582
renowned financial,0.17220142596362342,0.6781626960280561
free newsletters,0.17218201311856968,0.678179819907667
sign free,0.17218201311856968,0.678179819907667
cause support,0.17217967865325184,0.6781818791927702
roll,0.1721254039737566,0.678229760738986
patch comment,0.17211262032301405,0.6782410398630012
unique work,0.17202764918717262,0.6783160231006853
process secure,0.17201220348086993,0.6783296555787459
477,0.17201158206265924,0.6783302040613991
newsletters cnet,0.1720057778995295,0.6783353270487564
michelle,0.17194865495431902,0.6783857514584806
european,0.17192488858450206,0.6784067337509854
8th,0.17190721766372136,0.6784223357387613
mexico,0.17185521864180459,0.6784682521036243
goals,0.17185218790236548,0.6784709285691956
extend special,0.17178811771398755,0.678527515839709
ap,0.17173615035989342,0.6785734228791034
impressive profile,0.17173431278717,0.6785750463072437
santos,0.1716775884730921,0.6786251651660791
poland,0.17166799367090757,0.6786336436282012
advertise privacy,0.17166134767379337,0.6786395165368051
february 2005,0.17163066977769256,0.6786666275861037
true self,0.1715538117122871,0.6787345620125494
los angeles,0.17151353045649775,0.6787701735163616
angeles,0.17151353045649775,0.6787701735163616
duty,0.1714722279796777,0.6788066929397158
infection,0.171435999052924,0.6788387306000694
term,0.17133723298633896,0.6789260907249633
promptly require,0.17133376860193403,0.6789291555623045
university california,0.1713308927315777,0.6789316997864261
00 23,0.17130564687083938,0.6789540353604817
plugin_map,0.17127895490593548,0.6789776524317017
0001 html,0.17104400187498653,0.6791856321038028
cz http,0.1710365154572791,0.6791922618061188
22 philippe,0.17098852670360604,0.6792347629565796
11 22,0.17098852670360604,0.6792347629565796
rename atomic,0.1708252854734439,0.6793793895541849
just want,0.1708084825814064,0.6793942809802691
carter,0.1706210944769369,0.679560410299254
11 20,0.1706189021696763,0.6795623545257591
experiences,0.17061815380507273,0.6795630182090224
registration deadline,0.17053559120608294,0.679636248886865
